,Unnamed: 0,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
1409,1409,1409,Who is in Lane 5 and what is the result?,"evidence: |
   The relevant row contains information about the swimmer in Lane 5:
   Rank | Lane | Name | Nationality | Time | Notes
   - | 5 | Takeshi Matsuda | Japan | 1:52.97 | AS

answer: |
   In Lane 5, Takeshi Matsuda from Japan achieved a time of 1:52.97.","In Lane 5, Japan's Takeshi Matsuda won a bronze medal in 1:52.97.","Takeshi Matsuda, 1:52.97 
","in lane 5, japan's takeshi matsuda won a bronze medal in 1:52.97","takeshi matsuda, 1:52.97",42.857142857142854,0.0
1410,1410,1410,Where and when did the 20th Anniversary—The Super Tour of Misia: Girls Just Wanna Have Fun start and end?,"evidence: |
  The relevant rows contain information about the start and end dates of the tour:
  Date | City | Country | Venue
  April 7, 2018 | Osaka | Japan | Osaka-jō Hall
  April 28, 2018 | Yokohama | Japan | Yokohama Arena
answer: |
  The 20th Anniversary—The Super Tour of Misia: Girls Just Wanna Have Fun started on April 7, 2018, in Osaka, Japan, at Osaka-jō Hall, and ended on April 28, 2018, in Yokohama, Japan, at Yokohama Arena.","The 20th Anniversary—The Super Tour of Misia: Girls Just Wanna Have Fun, comprised of four arena dates, began on April 7, 2018 at the Osaka-jō Hall in Osaka, and it concluded three weeks later on April 28, 2018, at Yokohama Arena in Yokohama.","Osaka, Japan, Osaka-jō Hall; Yokohama, Japan, Yokohama Arena 
","the 20 anniversary—the super tour of misia: girls just wanna have fun, comprised of 4 arena dates, began on april 7, 2018 at the osaka-jō hall in osaka, and it concluded 3 weeks later on april 28, 2018, at yokohama arena in yokohama","osaka, japan, osaka-jō hall; yokohama, japan, yokohama arena",24.489795918367342,0.0
1411,1411,1411,Who was below Michael Phelps during the 2000 summer Olympics? ,"evidence: |
  The relevant rows contain information about the ranks of swimmers during the Men's 200 metre butterfly final at the 2000 Summer Olympics:
  Rank | Lane | Name              | Nationality | Time     | Notes
  5    | 6   | Michael Phelps    | United States | 1:56.50 | -
  6    | 1   | Stephen Parry     | Great Britain | 1:57.01 | -
  7    | 8   | Denis Pankratov   | Russia        | 1:57.97 | -
  8    | 2   | Franck Esposito    | France       | 1:58.39 | -
answer: |
  Below Michael Phelps during the 2000 Summer Olympics was Stephen Parry, Denis Pankratov, and Franck Esposito, who finished in 6th, 7th, and 8th places respectively.",Michael Phelps in lane 6 was followed by Great Britain's Stephen Parry at 1:57.01 minutes.,"Stephen Parry, Denis Pankratov, Franck Esposito 
",michael phelps in lane 6 was followed by great britain's stephen parry at 1:57.01 minutes,"stephen parry, denis pankratov, franck esposito",19.047619047619044,0.0
1412,1412,1412,"What rank did Nadezhda Chemezova end up in the Women's 400 metre freestyle of the Swimming at the 2000 Summer Olympics, and who was right behind her?","evidence: |
  The relevant rows contain information about Nadezhda Chemezova's performance at the 2000 Summer Olympics:
  Rank | Lane | Name | Nationality | Time | Notes
  5 | 7 | Nadezhda Chemezova | Russia | 4:10.37 | -
  6 | 1 | Hannah Stockbauer | Germany | 4:10.38 | -
answer: |
  Nadezhda Chemezova ranked 5th in the Women's 400 metre freestyle, and right behind her in 6th place was Hannah Stockbauer.","Russia's Nadezhda Chemezova finished fifth in 4:10.37, holding off Hannah Stockbauer of Germany (4:10.38) by a hundredth of a second (0.01).","5th, Hannah Stockbauer 
","russia's nadezhda chemezova finished fifth in 4:10.37, holding off hannah stockbauer of germany","5, hannah stockbauer",25.0,0.0
1413,1413,1413,"Which club Ryosuke Kijima moved to in 2002, where he played J2 League?","evidence: |
  The relevant row contains information about Ryosuke Kijima's club in 2002:
  Season | Club | League | Apps | Goals
  2002 | Oita Trinita | J2 League | 15 | 0
answer: |
  In 2002, Ryosuke Kijima moved to Oita Trinita, where he played in the J2 League.","In 2002, Ryosuke Kijima moved to J2 League club, Oita Trinita.","Oita Trinita 
","in 2002, ryosuke kijima moved to j2 league club, oita trinita",oita trinita,30.76923076923077,0.0
1414,1414,1414,Who is the first president and how long was he/she in the position?,"evidence: |
  The relevant row contains information about the first president of the New Progressive Party:
  # | Portrait | Name | Term start | Term end | Previous public posts
  1 | Luis A. Ferré | Luis A. Ferré | 1967 | 1974 | President of the Puerto Rico Senate Governor
answer: |
  The first president of the New Progressive Party was Luis A. Ferré, and he served in the position for 7 years, from 1967 to 1974.","The first president was Luis A. Ferré, who served 7 years from 1967 to 1974.","Luis A. Ferré, 7 years 
","the first president was luis a. ferré, who served 7 years from 1967 to 1974","luis a. ferré, 7 years",47.05882352941176,0.0
1415,1415,1415,What recurring roles did Heather Burns play after 2000?,"evidence: |
  The relevant rows contain information about Heather Burns' recurring roles after 2000:
  Year | Title | Role | Notes
  2006–2008 | Twenty Good Years | Stella | Main role (13 episodes)
  2009–2011 | Bored to Death | Leah | Main role (22 episodes)
answer: |
  After 2000, Heather Burns played recurring roles as Stella in ""Twenty Good Years"" (2006–2008) and as Leah in ""Bored to Death"" (2009–2011).","From 2009 until 2011, Heather Burns held a recurring main role in the show Bored to Death for 22 episodes","Stella, Leah 
","from 2009 until 2011, heather burns held a recurring main role in the show bored to death for 22 episodes","stella, leah",0.0,0.0
1416,1416,1416,"Who were the candidates in the 1968 U.S. presidential election in West Virginia, and by what percentage of the popular vote did the leader win?","evidence: |
  The relevant rows contain information about the candidates and their vote percentages in the 1968 U.S. presidential election in West Virginia:
  Party | Candidate | Votes | %
  Democratic | Hubert Humphrey | 374,091 | 49.60%
  Republican | Richard Nixon | 307,555 | 40.78%
  American Independent | George Wallace | 72,560 | 9.62%
answer: |
  The candidates in the 1968 U.S. presidential election in West Virginia were Hubert Humphrey, Richard Nixon, and George Wallace. Hubert Humphrey won with 49.60% of the popular vote.","West Virginia was won by the Democratic candidate, Hubert Humphrey, with 49.60% of the popular vote, against the Republican candidate, Richard Nixon, with 40.78% of the popular vote.","Hubert Humphrey, Richard Nixon, George Wallace, 49.60% 
","west virginia was won by the democratic candidate, hubert humphrey, with 49.60% of the popular vote, against the republican candidate, richard nixon, with 40.78% of the popular vote","hubert humphrey, richard nixon, george wallace, 49.60%",32.25806451612903,0.0
1417,1417,1417,What awards did Idina Menzel win in 2014?,"evidence: |
  The relevant row contains information about Idina Menzel's win in 2014:
  Year | Category | Nominated Work | Result
  2014 | Choice Animated Movie: Voice | Frozen | Won
answer: |
  In 2014, Idina Menzel won the Choice Animated Movie: Voice award at the Teen Choice Awards for her work in Frozen.",In 2014 Idina Menzel won Choice Animated Movie: Voice for Frozen.,"Choice Animated Movie: Voice 
",in 2014 idina menzel won choice animated movie: voice for frozen,choice animated movie: voice,53.333333333333336,0.0
1418,1418,1418,How did Selah Jepleting Busienei perform in the Military World Games?,"evidence: |
  The relevant rows contain information about Selah Jepleting Busienei's performance in the Military World Games:
  Year | Competition          | Venue                    | Position | Event      | Notes
  2015 | Military World Games | Mungyeong, South Korea  | 5th     | 800 m     | 2:03.01
  2015 | Military World Games | Mungyeong, South Korea  | 1st     | 1500 m    | 4:07.58
answer: |
  In the Military World Games 2015, Selah Jepleting Busienei finished 5th in the 800 m and won 1st place in the 1500 m.","At the 2015 Military World Games, Selah Jepleting Busienei claimed the 1500 m gold and placed fifth in the 800 m.","5th in 800m, 1st in 1500m 
","at the 2015 military world games, selah jepleting busienei claimed the 1500 m gold and placed fifth in the 800 m","5 in 800m, 1 in 1500m",8.333333333333332,0.0
1419,1419,1419,When was Matthew Knight's debut?,"evidence: |
  The relevant row contains information about Matthew Knight's debut:
  Year | Title | Role | Notes
  2002 | Queer as Folk | Peter | Season 2, Episode 9 : ""Accentuate the Positive""
answer: |
  Matthew Knight's debut was in 2002 with a role in ""Queer as Folk.""",Matthew Knight who made his debut in 2002 when he played Peter in a television episode of Queer as Folk.,"2002 
",matthew knight who made his debut in 2002 when he played peter in a television episode of queer as folk,2002,10.0,0.0
1420,1420,1420,What were the results of the 2014 Harlow District Council election?,"evidence: |
  The relevant rows contain information about the results of the 2014 Harlow District Council election:
  Party | Candidate | Votes | %
  - | Labour | Danny Purton | 586 | 42.6
  - | UKIP | Mark Gough | 353 | 25.7
  - | Conservative | Jane Steer | 334 | 24.3
  - | Green | Murray Sackwild | 55 | 4.0
  - | Liberal Democrat | Lesley Rideout | 47 | 3.4
  Majority | 233 | 16.9
  Turnout | 1,375 | 26.4
answer: |
  The results of the 2014 Harlow District Council election showed Labour's Danny Purton receiving 586 votes (42.6%), UKIP's Mark Gough with 353 votes (25.7%), Conservative Jane Steer with 334 votes (24.3%), Green Murray Sackwild with 55 votes (4.0%), and Liberal Democrat Lesley Rideout with 47 votes (3.4%). The majority was 233 votes (16.9%) with a turnout of 1,375 votes (26.4%).","In the 2014 Harlow District Council election, the seat was gained for Labour by Danny Purton with a majority of 233 votes over UKIP candidate Mark Gough.","Labour's Danny Purton, UKIP's Mark Gough, Conservative Jane Steer, Green Murray Sackwild, Liberal Democrat Lesley Rideout 
","in the 2014 harlow district council election, the seat was gained for labour by danny purton with a majority of 233 votes over ukip candidate mark gough","labour's danny purton, ukip's mark gough, conservative jane steer, green murray sackwild, liberal democrat lesley rideout",20.0,0.0
1421,1421,1421,What happened to Norris in 2001-02 and 2002-03?,"evidence: |
  The relevant rows contain information about Warren Norris in the 2001-02 and 2002-03 seasons:
  Season | Team | League | GP | G | A | Pts | PIM
  2001–02 | Slovan Bratislava | Slovak Extraliga | 46 | 6 | 12 | 18 | 14 | - | 16 | 2 | 3 | 5 | 12
  2002–03 | Sheffield Steelers | ISL | 32 | 11 | 13 | 24 | 32 | - | 13 | 2 | 5 | 7 | 12
answer: |
  In the 2001-02 season, Warren Norris played for Slovan Bratislava in the Slovak Extraliga, registering 46 games, 6 goals, 12 assists, and 18 points. In the 2002-03 season, he played for the Sheffield Steelers in the ISL, participating in 32 games, scoring 11 goals, providing 13 assists, and totaling 24 points.","In 2001–02, Norris joined Slovan Bratislava in the Slovak Extraliga before rejoining Sheffield for the 2002–03 season.","Played for Slovan Bratislava and Sheffield Steelers 
","in 2001-02, norris joined slovan bratislava in the slovak extraliga before rejoining sheffield for the 2002-03 season",played for slovan bratislava and sheffield steelers,36.36363636363637,0.0
1422,1422,1422,Who were the two athletes with the top two times?,"evidence: |
  The relevant rows contain information about the top two athletes in the 2015 World Championships in Athletics – Women's 200 metres Final:
  Rank | Lane | Name               | Nationality     | Time   | Notes
  1    | 6    | Dafne Schippers    | Netherlands (NED) | 21.63 | CR, AR, WL
  2    | 5    | Elaine Thompson    | Jamaica (JAM)    | 21.66 | PB
answer: |
  The two athletes with the top two times were Dafne Schippers from the Netherlands with a time of 21.63, and Elaine Thompson from Jamaica with a time of 21.66.",Schippers with time of 21.63 and Thompson with 21.66 at the Women's 200 metres.,"Dafne Schippers, Elaine Thompson 
",schippers with time of 21.63 and thompson with 21.66 at the women's 200 metres,"dafne schippers, elaine thompson",23.52941176470588,0.0
1423,1423,1423,How many goals and appearance did Hal Robson-Kanu make for Reading in the Premier League in 2012 ?,"The relevant rows contain information about Hal Robson-Kanu's appearances and goals for Reading in the Premier League during the 2012 season:
Year | Club | Season | League | Apps | Goals
2012 | Reading | 2012–13 | Premier League | 25 | 7

answer: |
  In the 2012 season, Hal Robson-Kanu made 25 appearances and scored 7 goals for Reading in the Premier League.",Hal Robson-Kanu made his Premier League in 2012 and went on to score 30 goals in 228 games for the Reading.,"25 appearances, 7 goals 
",hal robson-kanu made his premier league in 2012 and went on to score 30 goals in 228 games for the reading,"25 appearances, 7 goals",8.333333333333334,0.0
1424,1424,1424,What was the first name of the incumbent chief minister during the tenure of July 1971 to February 1973.,"evidence: |
  The relevant row contains information about the incumbent chief minister during the specified tenure:
  Tenure | Incumbent | Affiliation
  1 July 1971 to 1 February 1973 | Hudson William Edison Ntsanwisi, Chief Councillor | -
answer: |
  The first name of the incumbent chief minister during the tenure of July 1971 to February 1973 was Hudson.",Hudson William Edison Ntsanwisi was the first Chief Minister of Gazankulu.,"Hudson 
",hudson william edison ntsanwisi was the first chief minister of gazankulu,hudson,18.181818181818183,0.0
